term,polarity,language
脆さ,negative,ja
脆弱,negative,ja
惜敗,negative,ja
石油ショック,negative,ja
石油危機,negative,ja
積怨,negative,ja
脊髄カリエス,negative,ja
責,negative,ja
責め苦,negative,ja
赤錆,negative,ja
赤字,negative,ja
赤字経営,negative,ja
赤潮,negative,ja
赤点,negative,ja
赤貧,negative,ja
赤目,negative,ja
赤痢,negative,ja
切なさ,negative,ja
切り捨て,negative,ja
切り傷,negative,ja
切れ端,negative,ja
切実,negative,ja
切迫,negative,ja
切腹,negative,ja
拙攻,negative,ja
拙作,negative,ja
接触不良,negative,ja
摂食障害,negative,ja
折檻,negative,ja
設定ミス,negative,ja
窃取,negative,ja
窃盗,negative,ja
説明不足,negative,ja
雪害,negative,ja
雪崩,negative,ja
雪盲,negative,ja
絶,negative,ja
絶息,negative,ja
絶版,negative,ja
絶望,negative,ja
絶望感,negative,ja
絶望的,negative,ja
絶命,negative,ja
絶滅,negative,ja
舌禍,negative,ja
舌足らず,negative,ja
舌打ち,negative,ja
先行き不透明感,negative,ja
先細り,negative,ja
先制パンチ,negative,ja
先太り,negative,ja
先入観,negative,ja
千辛万苦,negative,ja
千編一律,negative,ja
千慮の一失,negative,ja
占領,negative,ja
宣戦布告,negative,ja
専横,negative,ja
戦火,negative,ja
戦禍,negative,ja
戦災,negative,ja
戦死,negative,ja
戦死者,negative,ja
戦場,negative,ja
戦争,negative,ja
戦争責任,negative,ja
戦争犯罪,negative,ja
戦闘,negative,ja
戦敗,negative,ja
戦犯,negative,ja
戦費,negative,ja
戦没,negative,ja
浅見,negative,ja
浅知恵,negative,ja
煽り,negative,ja
穿鑿好き,negative,ja
船酔い,negative,ja
選り好み,negative,ja
遷化,negative,ja
前科,negative,ja
前立腺がん,negative,ja
前立腺癌,negative,ja
前立腺肥大,negative,ja
前立腺肥大症,negative,ja
漸騰,negative,ja
漸落,negative,ja
全壊,negative,ja
全損,negative,ja
全敗,negative,ja
全滅,negative,ja
全面戦争,negative,ja
疎外感,negative,ja
粗,negative,ja
粗さ,negative,ja
粗悪,negative,ja
粗忽,negative,ja
粗相,negative,ja
素人,negative,ja
訴え,negative,ja
阻害,negative,ja
倉庫荒し,negative,ja
喪失,negative,ja
喪失感,negative,ja
喪心,negative,ja
喪心・喪神,negative,ja
喪神,negative,ja
壮絶,negative,ja
早とちり,negative,ja
早口,negative,ja
早退,negative,ja
早発性痴呆,negative,ja
早漏,negative,ja
巣窟,negative,ja
争,negative,ja
争い,negative,ja
争奪戦,negative,ja
争乱,negative,ja
相互依存関係,negative,ja
総すかん,negative,ja
総スカン,negative,ja
総攻撃,negative,ja
総崩れ,negative,ja
蒼白,negative,ja
遭難,negative,ja
遭難者,negative,ja
霜害,negative,ja
騒がしさ,negative,ja
騒ぎ,negative,ja
騒音,negative,ja
騒動,negative,ja
騒乱,negative,ja
増水,negative,ja
増税,negative,ja
憎さ,negative,ja
憎しみ,negative,ja
憎まれ役,negative,ja
憎らしさ,negative,ja
憎悪,negative,ja
憎憎しさ,negative,ja
造反,negative,ja
息の根,negative,ja
息苦しさ,negative,ja
息切れ,negative,ja
束縛,negative,ja
足止め,negative,ja
足弱,negative,ja
足切り,negative,ja
足踏み,negative,ja
足踏み状態,negative,ja
足癖,negative,ja
足枷,negative,ja
速度低下,negative,ja
俗,negative,ja
俗化,negative,ja
俗情,negative,ja
俗世,negative,ja
俗世間,negative,ja
俗念,negative,ja
賊,negative,ja
賊徒,negative,ja
続伸,negative,ja
続落,negative,ja
卒去,negative,ja
卒中,negative,ja
卒倒,negative,ja
損じ,negative,ja
損壊,negative,ja
損害,negative,ja
損害賠償,negative,ja
損害賠償責任,negative,ja
損失,negative,ja
損傷,negative,ja
他界,negative,ja
他殺,negative,ja
多血質,negative,ja
多重債務,negative,ja
多動,negative,ja
多尿,negative,ja
多忙,negative,ja
太りすぎ,negative,ja
太刀打ち,negative,ja
唾棄,negative,ja
堕落,negative,ja
惰性,negative,ja
惰性的,negative,ja
打ち間違い,negative,ja
打ち傷,negative,ja
打ち身,negative,ja
打ち切り,negative,ja
打撃,negative,ja
打算,negative,ja
打撲,negative,ja
打擲,negative,ja
駄スレ,negative,ja
駄作,negative,ja
駄文,negative,ja
駄目,negative,ja
駄目出し,negative,ja
体刑,negative,ja
体脂肪,negative,ja
体脂肪率,negative,ja
体重,negative,ja
体重増加,negative,ja
体調不良,negative,ja
体罰,negative,ja
体力差,negative,ja
体力低下,negative,ja
体力不足,negative,ja
堆積,negative,ja
対岸の火事,negative,ja
対空砲火,negative,ja
対抗,negative,ja
対人恐怖,negative,ja
対人恐怖症,negative,ja
対陣,negative,ja
対立,negative,ja
帯状疱疹,negative,ja
待ちぼうけ,negative,ja
待ち時間,negative,ja
怠け,negative,ja
怠け者,negative,ja
怠惰,negative,ja
怠慢,negative,ja
滞り,negative,ja
滞納,negative,ja
胎毒,negative,ja
袋叩き,negative,ja
退化,negative,ja
退会,negative,ja
退学,negative,ja
退屈,negative,ja
退行,negative,ja
退場処分,negative,ja
退色,negative,ja
退廃,negative,ja
退廃・頽廃,negative,ja
退部,negative,ja
退歩,negative,ja
逮捕,negative,ja
代償,negative,ja
台風,negative,ja
台無し,negative,ja
大げさ,negative,ja
大ざっぱ,negative,ja
大まか,negative,ja
大ダメージ,negative,ja
大ブーイング,negative,ja
大火災,negative,ja
大過,negative,ja
大怪我,negative,ja
大喝,negative,ja
大患,negative,ja
大間違い,negative,ja
大気汚染,negative,ja
大飢饉,negative,ja
大儀,negative,ja
大虐殺,negative,ja
大逆,negative,ja
大泣き,negative,ja
大凶,negative,ja
大恐慌,negative,ja
大袈裟,negative,ja
大型倒産,negative,ja
大喧嘩,negative,ja
大洪水,negative,ja
大災害,negative,ja
大罪,negative,ja
大雑把,negative,ja
大惨事,negative,ja
大事故,negative,ja
大失態,negative,ja
大失敗,negative,ja
大渋滞,negative,ja
大震災,negative,ja
大水,negative,ja
大水害,negative,ja
大雪,negative,ja
大戦,negative,ja
大戦争,negative,ja
大損,negative,ja
大損害,negative,ja
大打撃,negative,ja
大地震,negative,ja
大腸がん,negative,ja
大腸ガン,negative,ja
大腸癌,negative,ja
大腸菌,negative,ja
大津波,negative,ja
大敵,negative,ja
大東亜戦争,negative,ja
大盗,negative,ja
大難,negative,ja
大破,negative,ja
大敗,negative,ja
大爆発,negative,ja
大被害,negative,ja
大病,negative,ja
大風,negative,ja
大変,negative,ja
大便,negative,ja
大味,negative,ja
大迷惑,negative,ja
大目玉,negative,ja
大厄,negative,ja
大量失点,negative,ja
第１次世界大戦,negative,ja
第一次世界大戦,negative,ja
第一次大戦,negative,ja
第二次世界大戦,negative,ja
第二次大戦,negative,ja
濁り,negative,ja
叩き,negative,ja
奪い合い,negative,ja
脱臼,negative,ja
脱水症状,negative,ja
脱税,negative,ja
脱線,negative,ja
脱走,negative,ja
脱腸,negative,ja
脱法,negative,ja
脱落,negative,ja
脱落者,negative,ja
脱力感,negative,ja
脱輪,negative,ja
脱疽,negative,ja
棚卸し,negative,ja
丹毒,negative,ja
単調,negative,ja
単調さ,negative,ja
単独犯,negative,ja
嘆,negative,ja
嘆かわしさ,negative,ja
嘆き,negative,ja
炭肺,negative,ja
短気,negative,ja
短所,negative,ja
短命,negative,ja
端役,negative,ja
胆汁質,negative,ja
胆石,negative,ja
弾圧,negative,ja
断罪,negative,ja
断水,negative,ja
断絶,negative,ja
断線,negative,ja
断腸,negative,ja
断腸の思い,negative,ja
断念,negative,ja
断片,negative,ja
断末魔,negative,ja
段差,negative,ja
男嫌い,negative,ja
男女差,negative,ja
男女差別,negative,ja
男日照り,negative,ja
談合,negative,ja
値上がり,negative,ja
値上げ,negative,ja
値段,negative,ja
値崩れ,negative,ja
知識不足,negative,ja
知的障害,negative,ja
知能犯,negative,ja
地ばれ,negative,ja
地域格差,negative,ja
地域差,negative,ja
地域紛争,negative,ja
地下鉄サリン事件,negative,ja
地獄,negative,ja
地震,negative,ja
地盤沈下,negative,ja
地味,negative,ja
地雷,negative,ja
恥,negative,ja
恥さらし,negative,ja
恥ずかしさ,negative,ja
恥辱,negative,ja
恥部,negative,ja
痴ほう,negative,ja
痴漢,negative,ja
痴漢行為,negative,ja
痴情,negative,ja
痴呆,negative,ja
痴呆症,negative,ja
痴話げんか,negative,ja
稚拙,negative,ja
置いてきぼり,negative,ja
置き引き,negative,ja
致死,negative,ja
致命,negative,ja
致命傷,negative,ja
遅さ,negative,ja
遅れ,negative,ja
遅ればせ,negative,ja
遅れ馳せ,negative,ja
遅延,negative,ja
遅刻,negative,ja
遅参,negative,ja
遅滞,negative,ja
遅知恵,negative,ja
蓄積,negative,ja
蓄膿症,negative,ja
窒息,negative,ja
着道楽,negative,ja
中だるみ,negative,ja
中古,negative,ja
中止,negative,ja
中耳炎,negative,ja
中傷,negative,ja
中性脂肪,negative,ja
中絶,negative,ja
中断,negative,ja
中途,negative,ja
中途半端,negative,ja
中毒,negative,ja
昼夜逆転,negative,ja
注意,negative,ja
虫の息,negative,ja
虫刺され,negative,ja
虫歯,negative,ja
虫食い,negative,ja
虫垂炎,negative,ja
駐車違反,negative,ja
著作権違反,negative,ja
著作権侵害,negative,ja
著作権侵害行為,negative,ja
凋落,negative,ja
弔い,negative,ja
徴収,negative,ja
徴用,negative,ja
懲らしめ,negative,ja
懲戒,negative,ja
懲戒処分,negative,ja
懲罰,negative,ja
懲役,negative,ja
朝鮮戦争,negative,ja
朝令暮改,negative,ja
聴覚障害,negative,ja
聴力障害,negative,ja
腸カタル,negative,ja
腸チフス,negative,ja
腸炎,negative,ja
腸捻転症,negative,ja
腸閉塞,negative,ja
超過,negative,ja
超過料金,negative,ja
長期欠席,negative,ja
長期入院,negative,ja
長欠,negative,ja
長時間労働,negative,ja
長逝,negative,ja
長嘆,negative,ja
鳥インフルエンザ,negative,ja
鳥害,negative,ja
鳥肌,negative,ja
鳥目,negative,ja
直撃弾,negative,ja
沈滞,negative,ja
沈滞ムード,negative,ja
沈着,negative,ja
沈没,negative,ja
沈淪,negative,ja
沈湎,negative,ja
珍奇,negative,ja
珍事,negative,ja
珍味,negative,ja
珍妙,negative,ja
珍無類,negative,ja
珍問,negative,ja
賃下げ,negative,ja
賃金格差,negative,ja
陳情,negative,ja
陳腐化,negative,ja
津波,negative,ja
墜落,negative,ja
墜落事故,negative,ja
椎間板ヘルニア,negative,ja
追いはぎ,negative,ja
追い上げ,negative,ja
追い立て,negative,ja
追っ手,negative,ja
追加料金,negative,ja
追手,negative,ja
追突事故,negative,ja
痛,negative,ja
痛々しさ,negative,ja
痛さ,negative,ja
痛ましさ,negative,ja
痛み,negative,ja
痛感,negative,ja
痛苦,negative,ja
痛恨,negative,ja
痛恨事,negative,ja
痛手,negative,ja
痛心,negative,ja
痛打,negative,ja
痛嘆,negative,ja
痛罵,negative,ja
痛風,negative,ja
痛烈,negative,ja
痛哭,negative,ja
痛痒,negative,ja
通り魔,negative,ja
通貨危機,negative,ja
通勤ラッシュ,negative,ja
通行止め,negative,ja
通風,negative,ja
椿事,negative,ja
潰し,negative,ja
潰走,negative,ja
潰瘍,negative,ja
吊るし上げ,negative,ja
低下,negative,ja
低血圧,negative,ja
低血圧症,negative,ja
低調,negative,ja
低迷,negative,ja
低迷期,negative,ja
低迷状態,negative,ja
低落,negative,ja
低利,negative,ja
停学,negative,ja
停学処分,negative,ja
停職,negative,ja
停戦,negative,ja
停滞,negative,ja
停滞感,negative,ja
停滞期,negative,ja
停電,negative,ja
停頓,negative,ja
定員割れ,negative,ja
抵抗,negative,ja
抵抗感,negative,ja
抵抗勢力,negative,ja
締め出し,negative,ja
締め付け,negative,ja
訂正箇所,negative,ja
泥,negative,ja
泥沼,negative,ja
泥沼化,negative,ja
泥水,negative,ja
泥酔状態,negative,ja
泥棒,negative,ja
泥流,negative,ja
摘発,negative,ja
敵,negative,ja
敵意,negative,ja
敵対,negative,ja
敵対心,negative,ja
敵兵,negative,ja
敵役,negative,ja
敵愾心,negative,ja
的外れ,negative,ja
溺愛,negative,ja
溺死,negative,ja
轍,negative,ja
鉄欠乏性貧血,negative,ja
鉄拳,negative,ja
鉄砲水,negative,ja
天候不順,negative,ja
天災,negative,ja
天然痘,negative,ja
天敵,negative,ja
天罰,negative,ja
天罰てきめん,negative,ja
天誅,negative,ja
店じまい,negative,ja
転嫁,negative,ja
転倒,negative,ja
転倒事故,negative,ja
転落,negative,ja
転落事故,negative,ja
伝染,negative,ja
伝染病,negative,ja
伝線,negative,ja
田虫,negative,ja
電気ショック,negative,ja
電気代,negative,ja
電撃,negative,ja
電磁波,negative,ja
電池切れ,negative,ja
電波,negative,ja
電波障害,negative,ja
電力危機,negative,ja
電話代,negative,ja
吐き気,negative,ja
吐血,negative,ja
吐息,negative,ja
吐瀉物,negative,ja
塗炭の苦しみ,negative,ja
妬心,negative,ja
徒刑,negative,ja
徒手空拳,negative,ja
徒費,negative,ja
徒労感,negative,ja
登校拒否,negative,ja
登仙,negative,ja
途上,negative,ja
土気色,negative,ja
土砂災害,negative,ja
土砂崩れ,negative,ja
土石流,negative,ja
怒り,negative,ja
怒りっぽさ,negative,ja
怒気,negative,ja
怒号,negative,ja
怒声,negative,ja
怒鳴り声,negative,ja
倒壊,negative,ja
倒産,negative,ja
凍結,negative,ja
凍死,negative,ja
凍傷,negative,ja
凍瘡,negative,ja
島流し,negative,ja
悼み,negative,ja
投げやり,negative,ja
投棄,negative,ja
投獄,negative,ja
東海地震,negative,ja
盗,negative,ja
盗み,negative,ja
盗み笑い,negative,ja
盗掘,negative,ja
盗作,negative,ja
盗人,negative,ja
盗賊,negative,ja
盗賊団,negative,ja
盗聴,negative,ja
盗電,negative,ja
盗難,negative,ja
盗難被害,negative,ja
盗犯,negative,ja
盗癖,negative,ja
当たり障り,negative,ja
当座しのぎ,negative,ja
当惑,negative,ja
痘瘡,negative,ja
糖尿,negative,ja
糖尿病,negative,ja
統合失調症,negative,ja
逃避,negative,ja
逃避行,negative,ja
逃亡,negative,ja
逃亡生活,negative,ja
頭でっかち,negative,ja
頭痛,negative,ja
頭痛鉢巻き,negative,ja
騰貴,negative,ja
騰落,negative,ja
闘病生活,negative,ja
働き過ぎ,negative,ja
動作不良,negative,ja
動脈硬化,negative,ja
動脈硬化症,negative,ja
動脈瘤,negative,ja
動揺,negative,ja
動乱,negative,ja
動悸,negative,ja
同時多発テロ,negative,ja
同病,negative,ja
同憂,negative,ja
童貞,negative,ja
胴間声,negative,ja
道化役,negative,ja
道半ば,negative,ja
得手勝手,negative,ja
特攻,negative,ja
毒,negative,ja
毒ガス,negative,ja
毒液,negative,ja
毒気,negative,ja
毒殺,negative,ja
毒状態,negative,ja
毒性,negative,ja
毒舌,negative,ja
毒素,negative,ja
毒電波,negative,ja
毒当たり,negative,ja
毒婦,negative,ja
毒霧,negative,ja
独裁,negative,ja
独裁者,negative,ja
独善,negative,ja
独善的,negative,ja
独断,negative,ja
読み癖,negative,ja
凸凹,negative,ja
突き,negative,ja
突き傷,negative,ja
突き目,negative,ja
頓挫,negative,ja
頓着,negative,ja
曇り声,negative,ja
鈍さ,negative,ja
鈍化,negative,ja
鈍感,negative,ja
鈍才,negative,ja
鈍痛,negative,ja
内ゲバ,negative,ja
内気,negative,ja
内出血,negative,ja
内戦,negative,ja
内争,negative,ja
内臓脂肪,negative,ja
内臓疾患,negative,ja
内部結露,negative,ja
内部分裂,negative,ja
内紛,negative,ja
内憂外患,negative,ja
内乱,negative,ja
内輪げんか,negative,ja
内輪もめ,negative,ja
